PROVIDERID,NAME,SCHOOLIDENTIFICATIONNUMBER,STREET1,STREET2,CITY,STATE,ZIP,COUNTY,MSTREET1,MSTREET2,MCITY,MSTATE,MZIP,CONTACTFIRSTNAME,CONTACTLASTNAME,CONTACTTITLE,PHONE,PHONEEXTENSION,FAX,WEBSITE,EMAIL,LICENSINGAGENCYID,TYPEID,NONGOVAPPROVAL,CERTAPPROVALEXP,CUSTOMIZED,DISTANCELEARNING,SPEAKSPANISH,OTHERLANGUAGES,LANGUAGES,CAREERASSIST,ONESTOPCAREER,PERSONALASSIST,ACCESSAJBATB,CHILDCARE,ASSISTOBTAININGCHILDCARE,EVENINGCOURSES,ACCESSFORDISABLED,BUSROUTE1,BUSROUTE2,TRNROUTE1,TRNROUTE2,WIBCOMMENT,STATECOMMENT,DTSUBMITTED,STATUSNAME
9211,"""Boys & Girls Club of Atlantic City, Inc. - WIOA YOUTH""",237253748000,317 North Pennsylvania Avenue,,Atlantic City,NJ,8401,Atlantic,215 North Sovereign Avenue,,Atlantic City,NJ,8401,Brian,Little,Director of Grants,6093472697,103,6093478476,www. acbgc.org,brian@acbgc.org,220,6,,6/30/2021 12:00:00 AM,2,2,2,2,,2,1,1,1,2,1,1,1,,,,,,"""6/30/2021 WIOA Youth contract expiration - SAZ

6/30/20 WIOA Youth contract expiration - SAZ""",11/25/2019 3:24:04 PM,Approved
8610,"""Mercer Med Tech, Inc. - PCS""",45552944600,1418 South Broad Street,,Trenton,NJ,8610,Mercer,1418 South Broad Street,,Trenton,NJ,8610,Shazia,Qazi,Director,6097125499,,6093945606,www.mmtnj.com,Shazia_Qazi@hotmail.com,1,5,,10/31/2021 12:00:00 AM,2,2,2,1,"""Arabic, Indic/Hindu""",1,1,1,2,2,2,1,1,South Broad ST,,,,,"""10/31/2021 - ETPL Renewal Approval Expiration Date. JH

1/19/2021 suspended for non-compliance of 4th quarter student record reporting - SAZ (1/26/2021 no students to report - SAZ)

10/20/20 no students to report for 3rd quarter - SAZ

8/14/2020 suspended for non-compliance of PCS annual reporting requirements, lease - SAZ (8/20/2020 reinstated)

1/16/2020 suspended for non-compliance of 4th quarter student record reporting - SAZ (1/22/2020 reinstated)

10/31/2019-ETPL Expiration Date. JH

10/7/19 no students to report for 3rd quarter - SAZ

08/23/19- Submitted updated bond. Reinstated DBailey; 8/16/19 suspended for expired bond - SAZ

4/11/19 suspended for expired lease - SAZ (5/6/19 reinstated)

4/16/19 suspended for non-compliance of 1st quarter student record reporting - SAZ (5/2/19 received)

9/6/18 suspended for expired fire - SAZ (9/11/18 reinstated)

4/24/18 suspended for expired lease - SAZ (7/25/18 reinstated - SAZ)

11/6/17 COA expired - SAZ (4/24/18 updated)
9/6/17 suspended for expired fire - SAZ (rec'd expires 8/24/18) JH
03/07/17- ETPL Renewal 
application is denied. COA is expired DBAILEY
8/7/17 suspended for expired TPB - SAZ (8/23/17 received)
2/28/17 Suspended for expired COA - SAZ (3/9/17 reinstated)
Suspended 2/9/16 per email from TEU - operating out of compliance. DBarry. 
Reinstated on 07/21/2016 DKelly.""",12/7/2012 4:21:26 PM,Approved
9274,"""Dreamchasers Community Services, LLC - DVRS""",811346562000,1100 East State Street,First Floor,Camden,NJ,8105,Camden,105 East 50th Street,,Bayonne,NJ,7002,Marco,Morcos,Managing Member,9294997999,,9999999999,www.dreamchaserscommunityservices.com,morcos@dreamchaserscommunityservices.com,17,14,,,1,1,1,1,Arabic,1,1,1,1,2,1,1,1,405,452,River Line,NJ Transit,,09/01/2022 - ETPL Initial Application Approval Expiration Date. JH,9/1/2020 10:40:24 AM,Approved
7946,Camden County College - WFNJ,221821290003,200 North Broadway,,Camden,NJ,8102,Camden,200 North Broadway,,Camden,NJ,8102,Margo,Venable,"""Executive Dean, School Community and Workforce""",8562277200,4530,0,www.camdencc.edu,mvenable@camdencc.edu,220,6,,6/30/2021 12:00:00 AM,1,1,1,2,,1,1,1,1,2,1,1,1,NJ TRANSIT buses stop at the Walter Rand Transportation Center at Broadway and M,,The NJ TRANSIT River Line light-rail system has a southbound stop at Third and C,,,"""6/30/2021 WFNJ contract expiration - SAZ
6/30/20 WFNJ contract expiration - SAZ

6/30/19 WFNJ ETPL expiration date - SAZ

4/26/18 ETPL expired; email undeliverable - SAZ

03/23/18- ETPL Renewal Approval Expiration Date. DBailey

6/7/17 WIA Title II?

02/23/2017 - suspended for not submitting an ETPL renewal application. SH""",1/13/2006 8:56:39 AM,Approved
9136,Mercer County Community College - James Kearny Campus - Mercer - WFNJ,221804242004,102 North Broad Street,,Trenton,NJ,8608,Mercer,Mercer County Community College - James Kearny Campus,102 North Broad Street,Trenton,NJ,8608,Margaret,Gould,Assistant Director,6095703133,,6095703107,www.mccc.edu,gouldm@mccc.edu,220,6,WFNJ,6/30/2021 12:00:00 AM,2,2,1,1,"""French, Japanese""",1,1,1,1,2,1,2,1,"""600, 601, 602, 603, 604, 606, 607, 608, 609""",,,,,6/30/21 WFNJ contract expiration - SAZ,3/29/2019 9:02:24 AM,Approved
9154,160 Driving Academy - Rock Gate Capital LLC - Penns Grove,262148548002,460 Hollywood Avenue,,Penns Grove,NJ,8069,Salem,460 Hollywood Avenue,,Penns Grove,NJ,8069,Aslie,Smothers,Northeast Regional Manager,8568395255,,2016214337,www.160drivingacademy.com,asmothers@160drivingacademy.com,11,18,,12/31/2021 12:00:00 AM,2,2,1,2,Spanish,1,1,1,1,2,2,1,1,Limited access to bus route 402,Limited access to bus route 468,,,,"""12/31/2021 - Renewal ETPL Application Expiration Date. JH

1/6/2021 updated contact information per provider - SAZ

12/31/19 - Initial ETPL Application Approval Expiration. JH

6/26/19 no students to report for 2nd quarter - SAZ""",5/15/2019 11:39:49 AM,Approved
9003,The ARC of Union County NJ - DVRS,221665355000,720-722 Lexington Avenue,,Kenilworth,NJ,7033,Union,70 Diamond Road,,Springfield,NJ,7081,Brandon,Phelps,Director of Workforce Development,9733150089,,9733150090,www.arcunion.org,bphelps@arcunion.org,39,14,CARF,6/30/2021 12:00:00 AM,1,1,1,2,,1,1,1,1,2,2,2,1,"""Union County Paratransit System-Route 22 Shuttle (A): 65,66,94,114 & 117""","""Union County Paratransit System-Route 22 Shuttle (B/C): 94, 114 & 117""",,,,"""10/23/21 DVRS approved vender, ETPL Approval Expiration date - AL

4/29/2020 no students to report for 1st quarter - SAZ

10/12/2019-ETPL Initial Application Approval Expiration Date. JH

7/2/18 COA expired - SAZ (9/14/18 reinstated)""",10/12/2017 4:19:10 PM,Approved
9013,Innovate Salon Academy - Ewing,262834297001,25 Scotch Road,,Ewing,NJ,8628,Mercer,25 Scotch Road,,Ewing,NJ,8628,Susan,Guido,Director of Operations,6098886550,,0,www.innovatesalonacademy.com,sguido@innovatesalonacademy.com,2,19,,7/31/2021 12:00:00 AM,1,2,2,2,,1,1,1,1,1,1,1,1,NJ Transit Bus Route 608,NJ Transit Bus Route 607,NJ Transit Northeast Corridor Line,,,"""08/28/2021 - ETPL Renewal application approval expiration date. SH

07/31/2019- ETPL Initial approval Expiration Date. DBailey""",12/8/2017 11:04:03 AM,Approved
9230,We See You LLC,272536215000,116 N. 2nd Street,Suite 208,Camden,NJ,8102,Camden,116 N. 2nd Street,Suite 208,Camden,NJ,8102,Ray,Jones,Owner,6099145775,,9999999999,,rayjones@weseeyousecurity.com,120,15,NJ State Police (Security Officer Training - SORA,3/21/2021 12:00:00 AM,2,2,2,2,,2,1,2,2,2,2,1,2,NJ Transit,,River Line,,,01/30/2022 - ETPL Initial Application Approval Date. JH,1/30/2020 4:09:46 PM,Approved
9275,Visible Edge Institute - OS,25004886001,38 Technology Way,,Nashua,NH,3060,Select One,38 Technology Way,,Nashua,NH,3060,Greg,Hamel,VP of Education Services,6035951422,233,6095955677,https://www.visible-edge.com/education-training/certificates-diplomas/,ghamel@visible-edge.com,16,5,,,1,1,2,2,,1,2,1,2,2,2,1,1,N./A,N/A,N/A,N/A,,09/10/2022-Inital approval Expiration Date. DBailey,9/10/2020 1:58:36 PM,Approved
262,Institute for Therapeutic Massage - Haskell - PCS,223367007000,1069 Ringwood Avenue,Suite 315,Haskell,NJ,7420,Passaic,1069 Ringwood Ave,Suite 215,Haskell,NJ,7601,Valerie,Donahue,School Director,9738396131,,9738399878,www.massageprogram.com,valerie@massageprogram.com,1,5,COMTA,8/31/2021 12:00:00 AM,2,2,2,2,,2,2,2,2,2,2,1,1,None Available,,None Available,,,"""08/31/21 - PCS/ETPL Renewal Approval Application Expiration Date. JH

1/26/2021 suspended for expired fire, lease - SAZ (3/2/2021 reinstated)

10/5/2020 suspended for expired liability - SAZ (10/21/2020 reinstated)
10/16/2020 suspended for non-compliance of 3rd quarter student record reporting - SAZ (10/21/2020 reinstated)

9/1/2020 suspended for expired lease - SAZ (reinstated pending updated lease - SAZ)

2/28/2020 suspended for expired bond - SAZ (9/1/2020 reinstated)

11/4/19 expired fire - SAZ (11/12/19 received)

08/31/19-ETPL Renewal Approval Expiration Date.DBailey

1/4/19 suspended for expired liability - SAZ (1/7/19 reinstated)

12/3/18 suspended for expired fire - SAZ (12/10/18 reinstated)

11/07/2017 - ETPL Renewal Approval Expiration Date. DBarry. 

9/6/17 COA expired, lease - SAZ
7/7/17 - suspended for non student record compliance- records were due no later than 6/30/17. - SAZ (7/20/17 reinstated)
Updated COA exp date to 8/31/17 on 11/7/16. DBarry. 
updated providers certification 12/19/16 - Fire cert expired - SAZ (3/24/17 reinstated)
exp. date. 03/23/16 DBAILEY 
03/30/16 suspended due to Fire cert expired 11/30/15 DBAILEY Reinstated""",1/1/2002 12:00:00 AM,Approved
8363,ALFA Healthcare Training Institute - PCS,263422202000,40 Union Avenue,Suite 301,Irvington,NJ,7111,Essex,40 Union Avenue,Suite 301,Irvington,NJ,7111,Adewale,Adefowoju,Director,9739962170,,9733272788,https://www.facebook.com/alfahealthcarenj/,alfahealthcare@outlook.com,1,5,,12/31/2021 12:00:00 AM,2,2,2,2,,1,1,1,1,2,1,1,1,Bus 25 and Bus 70.  Exit at SPRINGFIELD AVE. & VERMONT ST / TUSCAN ST,"""Bus 94 and 90 then connect to Bus 25 / Bus 66, 52, 94 then connect to Bus 70""",None Available,,,"""12/31/2021 PCS/ETPL renewal expiration - SAZ

10/19/2020 suspended for expired fire, liability - SAZ (1/19/2021 reinstated)

10/16/2020 suspended for non-compliance of 3rd quarter student record reporting - SAZ (10/22/2020 received)

12/31/19- ETPL Renewal
Approval Expiration Date - AL

9/30/19 suspended for expired fire - SAZ (10/21/19 reinstated)

11/8/18 suspended for expired TPB, 2017 & 2018 annual reports - SAZ (2/13/19 reinstated)

03/08/18- ETPL Renewal Approval Expiration Date. DBailey

2/5/18 Reinstated - COA requested - SAZ
1/16/18 suspended for expired COA & non-compliance of 4th quarter reporting requirements - SAZ (1/30/18 uploaded)
11/8/17 expired TPB, liability - SAZ (12/7/17 reinstated)
10/17/17 suspended for non-compliance of 3rd quarter student record reporting - SAZ (10/18/17 records reported - SAZ)
08/10/17- Received updated liability Insurance. DBailey
Suspended 2/22/17 - No ETPL Renewal Application submitted. DBarry
6/29/17 suspended for expired liability - SAZ
4/11/17 suspended for expired fire - SAZ (4/29/17 reinstated)
1/10/17 Suspended for expired COA, bond - SAZ (Reinstated on 2/1/2017). SH

Reinstated with new certificate 2/3/16
Suspended 8/19/15 per Stephanie pending change of location forms. School moved to 40 Union Avenue, Irvington, 3rd Floor, suite 301, NJ 07111 at beginning of August. DBarry.""",4/13/2010 2:05:38 PM,Approved
9292,"""Justified Coding and Billing, LLC - PCS""",881877734000,2914 Berkley Street,,Camden,NJ,8105,Camden,2914 Berkley Street,,Camden,NJ,8105,Sunnie,Bethea,Director,8562095466,,0,justifiedcoding.org,info@justifiedcoding.org,1,5,,2/28/2023 12:00:00 AM,1,1,2,2,,1,1,1,1,2,2,1,2,,,,,,2/28/2023 PCS/ETPL Initial application expiration - SAZ,2/4/2021 1:34:44 PM,Approved
9200,Montclair State University - GAINS APPRENTICESHIP,222912682000,Passaic County Technical Institute,45 Reinhardt Road,Wayne,NJ,7470,Essex,1 Normal Avenue,,Montclair,NJ,7043,John,DePalma,Director of Adult and Continuing Education,9733894100,,0,https://www.pcti.tec.nj.us,JDePalma@pcti.tec.nj.us,260,7,RAPIDS #2017-NJ-68511,,2,2,2,2,,1,1,1,1,2,2,2,1,,,,,,,10/10/2019 10:18:24 AM,Approved
9169,Ironbound Community Corp.,221916086000,517 Elm Street,,Newark,NJ,7018,Essex,517 Elm Street,,Newark,NJ,7018,Robin,Guarino,Senior Monitor,9733955778,,9730000000,ironboundcc.org,"""rguarino@dedte.essexcountynj.org, vhernandez@ironboundcc.org""",39,15,"""US Environmental Protection Agency, OSHA""",7/31/2021 12:00:00 AM,1,2,1,2,,1,1,1,1,1,1,1,1,,,,,,7/31/21 EPA contract expiration - SAZ,7/11/2019 4:19:38 PM,Approved
9171,Catholic Charities of the Archdiocese of Newark - PCS,222164120005,321 Central Avenue,,Newark,NJ,7103,Essex,321 Central Avenue,,Newark,NJ,7103,Rose,Howard,Director,9732683174,,9733500792,,rhoward1@ccannj.org,1,5,,7/31/2021 12:00:00 AM,2,2,1,2,,1,1,1,1,2,1,2,1,,,,,,"""7/31/21 PCS/ETPL renewal expiration - SAZ

8/8/2020 suspended for expired liability, fire - SAZ; 8/14/2020 suspended for non-compliance of PCS annual reporting requirements - SAZ (10/14/2020 reinstated)

4/25/2020 suspended for expired bond - SAZ (6/3/2020 reinstated)

2/3/2020 suspended for expired fire - SAZ (3/12/2020 reinstated)

1/16/2020 suspended for non-compliance of 4th quarter student record reporting - SAZ (1/22/2020 reinstated)""",7/24/2019 2:12:34 PM,Approved
9180,Institute for Contemporary Careers - PCS,201966314000,30 Galesi Drive,,Wayne,NJ,7470,Passaic,30 Galesi Drive,,Wayne,NJ,7470,Dr. Ecatherina,McFadden,Director,8624141943,,0,https://www.iccpassaic.org/,icc07055@gmail.com,1,5,,8/31/2021 12:00:00 AM,2,2,1,2,,1,1,1,1,2,1,2,1,,,,,,8/31/21 PCS/ETPL initial expiration - SAZ,8/15/2019 9:24:21 AM,Approved
9187,William Paterson University - CMA GAINS Apprenticeship,222781603003,1600 Valley Road,,Wayne,NJ,7470,Passaic,1600 Valley Road,,Wayne,NJ,7470,Dr. Bernadette,Tiernan,Executive Director,9737202463,,9737202298,www.wpunj.edu/cpe,tiernanb@wpunj.edu,39,7,RAPIDS #2019-NJ-74030,,1,2,2,2,,1,1,1,1,2,1,2,1,,,,,,8/26/19 Apprenticeship approval - SAZ,8/26/2019 4:09:55 PM,Approved
8157,"""Marie's Allied Health & Technical Institute, Inc. - PCS""",475145324,863 Hamilton Street,1st Floor,Somerset,NJ,8873,Somerset,863 Hamilton Street,1st Floor,Somerset,NJ,8854,VICTOR,FAKONDO,Director,7325650898,,7322491505,www.mariesalliedhealth.org,vicfak@mariesalliedhealth.org,1,5,,1/31/2023 12:00:00 AM,2,2,1,1,Spanish,1,1,1,1,2,1,1,1,Rpute 27 and Franklin Blvd,,New Brunswick Train Station and Jersey Avenue,,,"""1/31/2023 PCS/ETPL renewal expiration - SAZ

1/31/21 PCS/ETPL renewal expiration - SAZ

6/24/2020 no students to report for 2nd quarter - SAZ

10/28/19 suspended for expired liability - SAZ (10/30/19 reinstated)

8/2/19 suspended for expired fire - SAZ (9/20/19 reinstated)

01/31/2019 - ETPL Renewal Application Approval expiration

8/14/18 suspended for expired fire - SAZ (8/27/18 reinstated)

5/25/18 suspended for 2017 annual report - SAZ (7/20/18 reinstated)

01/31/2018 - ETPL Renewal Application Approval expiration date. SH

10/17/17 suspended for non-compliance of 3rd quarter student record reporting - SAZ (10/30/17 exit records updated 10/24/17)

8/7/17 suspended for expired fire - SAZ (8/24/17 reinstated)
03/30/2017 - ETPL renewal application denied.  COA expired, section J's are missing, and student records reporting is not updated. SH

3/1/17 Suspended for expired COA - SAZ (6/1/17 updated SAZ)

3/29/2016 suspended for expired certification and failure to submit student records SHarris Reinstated""",6/5/2008 2:18:12 PM,Approved
9194,Iron Sharpeneth Iron Inc. - APPRENTICESHIP,825117511000,Coaching and Career Training Center,2 East Broad Street,Millville,NJ,8332,Cumberland,Coaching and Career Training Center,2 East Broad Street,Millville,NJ,8332,Cecelia,King,Executive Director of Operations,8564405287,,8564405285,www.isi-center.org,cecelia.king@isi-inc.org,39,7,RAPIDS #2019-NJ-74178,,1,2,1,2,,1,1,1,1,2,1,1,1,NJ Transit 553,NJ Transit 408,,,,9/16/19 apprenticeship approval - SAZ,9/16/2019 12:00:06 PM,Approved
228,Divers Academy International - PCS,222149620000,Lakeside Business Park,1500 Liberty Place,Erial,NJ,8081,Camden,Lakeside Business Park,1500 Liberty Place,Erial,NJ,8081,Tamara,Brown,President/ Director,8564046100,,8564046104,www.diversacademy.edu,TAMARA@DIVERSACADEMY.EDU,1,5,ACCSCT,8/31/2021 12:00:00 AM,2,2,2,2,,1,2,2,2,2,2,2,2,"""Routes 403, 459 (Cross-Keys Rd. at Williamstown Rd.)""",,,,,"""8/31/21 PCS/ETPL renewal expiration - SAZ

9/28/2020 suspended for expired fire - SAZ (10/9/2020 reinstated)

08/31/2019 - ETPL Renewal application approval expiration date. SH

2/26/19 suspended for expired liability - SAZ (3/7/19 reinstated)

10/18/18 suspended for expired TPB; 9/5/18 suspended for expired fire - SAZ (11/1/18 reinstated)

12/4/17 no ETPL renewal app - SAZ
10/4/17 suspended for expired TPB - SAZ
9/6/17 COA expired - SAZ (10/26/17 updated)

Suspended 8/17/15 failure to report student records for calendar year 2014. DBarry. 
7/26/17 suspended for expired fire - SAZ""",1/1/2002 12:00:00 AM,Approved
9002,Sollers College,812544197,55 Parsonage Road,Unit 1850,Edison,NJ,8837,Middlesex,483 Menlo Park,,Edison,NJ,8837,Juliette,Agyei,"""Director, Compliance & Human Resources""",8482166436,,7327091552,www.sollers.edu,Juliettea@sollers.edu,16,3,,,1,1,2,2,Indic/Hindu,1,1,1,1,2,2,1,1,Bus No. 805 to Menlo Park Mall (Metropark Rail Station Bus Lane 5),Bus No. 810 to Menlo Park Mall,Accessible from Metropark Rail Station (Woodbridge Twp. Iselin),"""Accessible from Metuchen Rail Station, Main Street at Woodbridge Avenue""",,"""08/27/2022-ETPL Renewal Approval Expiration Date.DBailey

07/13/2020-ETPL Renewal Expiration Date (coincides w DOE License). JH
10/11/2019-Initial Application Expiration Date. JH""",10/11/2017 11:24:31 AM,Approved
9028,TTI Careers - PCS,81173167100,155 Oberlin Ave,,Lakewood,NJ,8701,Ocean,155 Oberlin Ave,,Lakewood,NJ,8701,Pnina,Baim,Director of TTI Careers,7184072452,,7184072482,testingandtraining.com,pnina.baim@consulttti.com,1,5,,9/30/2021 12:00:00 AM,2,2,2,2,,1,2,2,2,2,2,1,2,n/a,,n/a,,,"""9/30/21 PCS/ETPL renewal expiration - SAZ

8/25/2020 approval rescinded for expired fire certificate - SAZ (10/5/2020 approval reinstated - SAZ

3/2/2020 suspended for expired fire - SAZ; 

9/16/19 no students to report for 3rd quarter - SAZ

09/30/2019 - ETPL Initial application approval expiration date. SH

4/18/19 suspended for expired liability - SAZ (4/29/19 reinstated)

4/11/19 no students to report for 1st quarter - SAZ

3/28/19 suspended for expired TPB - SAZ (4/9/19 reinstated)

3/18/19 no students to report for 1st quarter - SAZ

1/31/19 suspended for expired fire - SAZ (2/28/19 reinstated)

9/17/18 no students to report for 3rd quarter per provider - SAZ

4/4/18 suspended for expired liability, TPB - SAZ (4/25/18 reinstated)""",2/6/2018 1:57:08 PM,Approved
8954,The Salon Professional Academy - Howell,47353253001,4741 US Hwy 9,,Howell,NJ,7731,Monmouth,4741 US Hwy 9,,Howell,NJ,7731,Jyoti and Sujal,Wadhia,Director/Owner,7328873357,,7327346502,www.tspaHowell.com,director@tspahowell.com,2,19,,7/31/2021 12:00:00 AM,2,2,2,2,,1,1,1,2,2,2,2,1,NJ Transit Bus US 9 at Lanes Mill Rd,,"""NJ Transit Rail Belmar, NJ""",,,"""06/23/2022 - ETPL Application Approval expiration date: AL

1/19/2021 suspended for non-compliance of 4th quarter student record reporting - SAZ (1/26/2021 no students to report - SAZ

06/28/2020 - ETPL Application Approval expiration date: AL

6/16/2020 no students to report for 1st/2nd quarters - SAZ
1/3/2020 no students to report for 4th quarter - SAZ
9/30/19 no students to report for 3rd quarter - SAZ
7/12/19 no students to report for 2nd quarter - SAZ

4/12/19 no students to report for 1st quarter - SAZ
1/18/19 non-compliance of 4th quarter reporting - SAZ

10/17/18 non-compliance of 3rd quarter reporting - SAZ (11/1/18 reinstated)
03/10/2018 - ETPL Initial Application Approval expiration date. SH
6/27/18 no student enrollments for 2nd quarter - SAZ
10/12/17 no 3rd quarter student records per provider - SAZ
8/2/17 suspended for expired COA - SAZ (reinstated SH)
7/7/17 - suspended for non student record compliance- records were due no later than 6/30/17. - SAZ

no student records to report- 7/18/17- jd""",3/10/2017 1:42:50 PM,Approved
8779,LasComp Institute of IT - Wayne - PCS,26398018102,40 Galesi Drive,Suite 23,Wayne,NJ,7470,Passaic,40 Galesi Drive,Suite 23,Wayne,NJ,7470,Shamsul,Alam,President,2013360500,,2016214444,www.liit.com,alam@liit.com,1,5,,1/31/2022 12:00:00 AM,2,2,1,1,"""Indic/Hindu, Korean, Other Languages""",1,1,1,2,2,2,1,1,,,,,,"""1/31/2022 PCS/ETPL renewal expiration - SAZ

1/26/2021 suspended for expired fire - SAZ (12/28/2021 reinstated)

1/15/2020 suspended for expired fire - SAZ (1/17/2020 reinstated)

1/31/20 PCS/ETPL Renewal Application Expiration. JH

1/2/19 suspended for expired fire - SAZ (1/7/19 reinstated)
10/24/2017 - ETPL renewal Application Approval expiration date. SH

3/1/17 Suspended for expired COA (4/12/17 reinstated)""",3/9/2015 9:36:47 AM,Approved
